County,TIME,Mean_Temperature
Alameda,1990-11,12.83112258
Alameda,1990-12,6.64865072
Alameda,1991-01,9.122919156
Alameda,1991-02,12.56839895
Alameda,1991-03,9.706480175
Alameda,1991-04,12.64706566
Alameda,1991-05,14.17228528
Alameda,1991-06,16.49576503
Alameda,1991-07,20.3556269
Alameda,1991-08,19.52377326
Alameda,1991-09,20.63961885
Alameda,1991-10,19.17593584
Alameda,1991-11,13.64297627
Alameda,1991-12,9.041805322
Alameda,1992-01,7.94685406
Alameda,1992-02,12.13265912
Alameda,1992-03,13.05278114
Alameda,1992-04,15.69161044
Alameda,1992-05,18.45777338
Alameda,1992-06,18.52251313
Alameda,1992-07,20.63335875
Alameda,1992-08,21.15631806
Alameda,1992-09,20.10154575
Alameda,1992-10,18.68309035
Alameda,1992-11,13.1314234
Alameda,1992-12,8.247569491
Alameda,1993-01,8.270122323
Alameda,1993-02,10.00724437
Alameda,1993-03,13.39769982
Alameda,1993-04,13.72568356
Alameda,1993-05,16.47865124
Alameda,1993-06,19.5087001
Alameda,1993-07,19.87905775
Alameda,1993-08,21.0510498
Alameda,1993-09,19.54261063
Alameda,1993-10,17.88771629
Alameda,1993-11,12.56307377
Alameda,1993-12,8.665284971
Alameda,1994-01,9.852455728
Alameda,1994-02,9.14366714
Alameda,1994-03,12.96131768
Alameda,1994-04,13.37390306
Alameda,1994-05,15.17377309
Alameda,1994-06,18.25219601
Alameda,1994-07,19.59765937
Alameda,1994-08,20.60553754
Alameda,1994-09,19.66546426
Alameda,1994-10,16.59575693
Alameda,1994-11,9.301285023
Alameda,1994-12,7.695106041
Alameda,1995-01,10.46365092
Alameda,1995-02,12.11052082
Alameda,1995-03,11.29674042
Alameda,1995-04,12.75903313
Alameda,1995-05,14.39084621
Alameda,1995-06,17.65029345
Alameda,1995-07,20.58722051
Alameda,1995-08,21.25348073
Alameda,1995-09,19.7155294
Alameda,1995-10,18.3020497
Alameda,1995-11,15.22654543
Alameda,1995-12,11.13912254
Alameda,1996-01,10.21471595
Alameda,1996-02,12.0974559
Alameda,1996-03,12.71040708
Alameda,1996-04,14.78858611
Alameda,1996-05,16.81616345
Alameda,1996-06,18.85393589
Alameda,1996-07,22.13363509
Alameda,1996-08,21.39548889
Alameda,1996-09,19.31471625
Alameda,1996-10,16.62930159
Alameda,1996-11,13.06911445
Alameda,1996-12,10.98158593
Alameda,1997-01,9.67870779
Alameda,1997-02,11.38084605
Alameda,1997-03,13.71941527
Alameda,1997-04,14.4429844
Alameda,1997-05,18.64592771
Alameda,1997-06,18.58820417
Alameda,1997-07,20.46487901
Alameda,1997-08,20.7397571
Alameda,1997-09,21.369188
Alameda,1997-10,16.82066741
Alameda,1997-11,13.94516328
Alameda,1997-12,9.419658963
Alameda,1998-01,10.20171592
Alameda,1998-02,9.843943569
Alameda,1998-03,12.04448028
Alameda,1998-04,12.43269167
Alameda,1998-05,13.06600063
Alameda,1998-06,16.8804887
Alameda,1998-07,20.13843186
Alameda,1998-08,22.0368953
Alameda,1998-09,20.11218789
Alameda,1998-10,15.88874867
Alameda,1998-11,11.74165908
Alameda,1998-12,7.90476459
Alameda,1999-01,9.060756517
Alameda,1999-02,9.158789049
Alameda,1999-03,9.742545178
Alameda,1999-04,12.18621199
Alameda,1999-05,13.58289502
Alameda,1999-06,16.97900081
Alameda,1999-07,19.19791971
Alameda,1999-08,19.38883831
Alameda,1999-09,19.98978139
Alameda,1999-10,18.82425297
Alameda,1999-11,13.7121633
Alameda,1999-12,10.39122001
Alameda,2000-01,10.18502487
Alameda,2000-02,10.76535015
Alameda,2000-03,11.59004118
Alameda,2000-04,14.36569988
Alameda,2000-05,16.14820398
Alameda,2000-06,19.44481388
Alameda,2000-07,18.47135859
Alameda,2000-08,20.44807414
Alameda,2000-09,19.90511474
Alameda,2000-10,15.93019582
Alameda,2000-11,10.45138257
Alameda,2000-12,10.28528506
Alameda,2001-01,8.601764644
Alameda,2001-02,9.346512632
Alameda,2001-03,12.88154535
Alameda,2001-04,11.4461387
Alameda,2001-05,19.08533419
Alameda,2001-06,19.90913103
Alameda,2001-07,19.56330178
Alameda,2001-08,19.99712291
Alameda,2001-09,18.94209027
Alameda,2001-10,18.26037477
Alameda,2001-11,13.51451281
Alameda,2001-12,9.285252494
Alameda,2002-01,8.393984159
Alameda,2002-02,10.73658589
Alameda,2002-03,11.13425259
Alameda,2002-04,13.45013071
Alameda,2002-05,14.6952121
Alameda,2002-06,18.00851296
Alameda,2002-07,20.47148877
Alameda,2002-08,19.97751313
Alameda,2002-09,20.64425303
Alameda,2002-10,16.62922021
Alameda,2002-11,13.60766731
Alameda,2002-12,10.16632569
Alameda,2003-01,11.59283795
Alameda,2003-02,10.10612241
Alameda,2003-03,12.15763478
Alameda,2003-04,11.06277286
Alameda,2003-05,15.52773246
Alameda,2003-06,18.55690327
Alameda,2003-07,21.7199115
Alameda,2003-08,20.48689529
Alameda,2003-09,20.91565141
Alameda,2003-10,18.77018781
Alameda,2003-11,10.86443136
Alameda,2003-12,9.693415068
Alameda,2004-01,8.745699627
Alameda,2004-02,9.837471966
Alameda,2004-03,14.86886247
Alameda,2004-04,14.80476493
Alameda,2004-05,15.88149666
Alameda,2004-06,18.08063506
Alameda,2004-07,20.0838953
Alameda,2004-08,20.3837083
Alameda,2004-09,20.74200097
Alameda,2004-10,15.64966738
Alameda,2004-11,11.63152083
Alameda,2004-12,9.703447668
Alameda,2005-01,8.28540688
Alameda,2005-02,11.30322009
Alameda,2005-03,12.94799247
Alameda,2005-04,12.67735832
Alameda,2005-05,15.74426092
Alameda,2005-06,17.00168378
Alameda,2005-07,21.61664332
Alameda,2005-08,20.99403363
Alameda,2005-09,18.05625291
Alameda,2005-10,16.52449672
Alameda,2005-11,13.59822015
Alameda,2005-12,10.773155
Alameda,2006-01,9.837528865
Alameda,2006-02,10.94652084
Alameda,2006-03,9.05963461
Alameda,2006-04,12.14245587
Alameda,2006-05,16.45381386
Alameda,2006-06,19.60171637
Alameda,2006-07,22.53541574
Alameda,2006-08,19.42738307
Alameda,2006-09,19.37432618
Alameda,2006-10,15.92005768
Alameda,2006-11,12.37384615
Alameda,2006-12,9.424878489
Alameda,2007-01,8.030341866
Alameda,2007-02,10.20652081
Alameda,2007-03,13.21073234
Alameda,2007-04,13.33513886
Alameda,2007-05,15.75438284
Alameda,2007-06,17.83046428
Alameda,2007-07,19.74991969
Alameda,2007-08,20.26682207
Alameda,2007-09,18.53170814
Alameda,2007-10,15.35318773
Alameda,2007-11,13.41751282
Alameda,2007-12,8.130520731
Alameda,2008-01,7.756723943
Alameda,2008-02,9.733894767
Alameda,2008-03,11.36794363
Alameda,2008-04,12.30759408
Alameda,2008-05,15.65121212
Alameda,2008-06,18.58756993
Alameda,2008-07,20.01156191
Alameda,2008-08,20.66568389
Alameda,2008-09,20.14356999
Alameda,2008-10,17.59440736
Alameda,2008-11,13.81850472
Alameda,2008-12,8.016699543
Alameda,2009-01,9.945049224
Alameda,2009-02,9.763211836
Alameda,2009-03,11.12757781
Alameda,2009-04,12.93282988
Alameda,2009-05,16.58584628
Alameda,2009-06,17.70489521
Alameda,2009-07,19.80953755
Alameda,2009-08,20.4539277
Alameda,2009-09,21.04981398
Alameda,2009-10,15.77172438
Alameda,2009-11,12.17780546
Alameda,2009-12,8.320447577
Alameda,2010-01,9.357528853
Alameda,2010-02,10.68093548
Alameda,2010-03,11.33083792
Alameda,2010-04,11.30606556
Alameda,2010-05,13.33244774
Alameda,2010-06,17.92378951
Alameda,2010-07,19.09743179
Alameda,2010-08,18.53535867
Alameda,2010-09,20.1193993
Alameda,2010-10,16.77799267
Alameda,2010-11,11.84765099
Alameda,2010-12,10.03304117
Alameda,2011-01,9.000610193
Alameda,2011-02,9.153658975
Alameda,2011-03,10.52297615
Alameda,2011-04,12.20360228
Alameda,2011-05,13.31012254
Alameda,2011-06,16.77315523
Alameda,2011-07,19.29325294
Alameda,2011-08,19.4193911
Alameda,2011-09,20.75526118
Alameda,2011-10,17.19813914
Alameda,2011-11,11.32066724
Alameda,2011-12,8.977805304
Alameda,2012-01,9.725106185
Alameda,2012-02,10.51263465
Alameda,2012-03,10.38532571
Alameda,2012-04,13.13308191
Alameda,2012-05,15.60430153
Alameda,2012-06,17.71713904
Alameda,2012-07,19.15756182
Alameda,2012-08,20.40204977
Alameda,2012-09,18.79642359
Alameda,2012-10,17.38534236
Alameda,2012-11,13.2206104
Alameda,2012-12,9.305041135
Alameda,2013-01,7.839122342
Alameda,2013-02,9.473967951
Alameda,2013-03,12.71433395
Alameda,2013-04,15.13387876
Alameda,2013-05,16.33278939
Alameda,2013-06,19.02557823
Alameda,2013-07,20.55704166
Alameda,2013-08,19.53100087
Alameda,2013-09,19.15241553
Alameda,2013-10,16.17648849
Alameda,2013-11,13.26924454
Alameda,2013-12,9.054626434
Alameda,2014-01,12.27314695
Alameda,2014-02,11.32016319
Alameda,2014-03,13.73404131
Alameda,2014-04,14.04578114
Alameda,2014-05,17.38138292
Alameda,2014-06,18.71743985
Alameda,2014-07,21.4037408
Alameda,2014-08,20.54691163
Alameda,2014-09,20.52419607
Alameda,2014-10,19.19765119
Alameda,2014-11,13.96348034
Alameda,2014-12,11.86048022
Alameda,2015-01,10.90411435
Alameda,2015-02,13.64285434
Alameda,2015-03,15.04043972
Alameda,2015-04,13.84446409
Alameda,2015-05,14.45911452
Alameda,2015-06,19.5025457
Alameda,2015-07,20.84974076
Alameda,2015-08,21.07221234
Alameda,2015-09,21.32978971
Alameda,2015-10,19.33245615
Alameda,2015-11,11.51155338
Alameda,2015-12,8.796593872
Alameda,2016-01,10.17958585
Alameda,2016-02,13.12791933
Alameda,2016-03,12.93165106
Alameda,2016-04,14.82610641
Alameda,2016-05,16.29008206
Alameda,2016-06,19.87058627
Alameda,2016-07,20.38245625
Alameda,2016-08,19.85974085
Alameda,2016-09,19.76935861
Alameda,2016-10,16.53258612
Alameda,2016-11,13.45069982
Alameda,2016-12,8.88558575
Alameda,2017-01,8.287032887
Alameda,2017-02,10.87095986
Alameda,2017-03,12.8853665
Alameda,2017-04,13.57493563
Alameda,2017-05,16.75052109
Alameda,2017-06,19.40170012
Alameda,2017-07,21.43701724
Alameda,2017-08,21.09567586
Alameda,2017-09,21.21317984
Alameda,2017-10,17.85190325
Alameda,2017-11,13.2416348
Alameda,2017-12,10.16609802
Alameda,2018-01,10.65450457
Alameda,2018-02,11.16254527
Alameda,2018-03,10.93789484
Alameda,2018-04,13.54930961
Alameda,2018-05,15.05624457
Alameda,2018-06,18.37161063
Alameda,2018-07,21.44169204
Alameda,2018-08,19.98438306
Alameda,2018-09,19.08254563
Alameda,2018-10,17.5811228
Alameda,2018-11,14.06739909
Alameda,2018-12,9.982829695
Alameda,2019-01,10.66413872
Alameda,2019-02,8.227658929
Alameda,2019-03,11.09535014
Alameda,2019-04,15.06728251
Alameda,2019-05,14.33924107
Alameda,2019-06,19.85667097
Alameda,2019-07,20.18077021
Alameda,2019-08,21.73256539
Alameda,2019-09,20.18260764
Alameda,2019-10,17.0013979
Alameda,2019-11,13.64407121
Alameda,2019-12,10.18191027
Alameda,2020-01,9.416390683
Alameda,2020-02,12.12800787
Alameda,2020-03,10.99974689
Alameda,2020-04,13.79354838
Alameda,2020-05,17.58049386
Alameda,2020-06,19.45614588
Alameda,2020-07,20.36881242
Alameda,2020-08,22.64323111
Alameda,2020-09,21.89587675
Alameda,2020-10,20.62490028
Alameda,2020-11,12.64533303
Alameda,2020-12,10.32638999
Alameda,2021-01,10.18845663
Alameda,2021-02,10.98129647
Alameda,2021-03,10.65799324
Alameda,2021-04,13.60934194
Alameda,2021-05,15.99079149
Alameda,2021-06,19.18177674
Alameda,2021-07,20.79070361
Alameda,2021-08,21.0921092
Alameda,2021-09,20.32351246
Alameda,2021-10,16.43995401
Alameda,2021-11,13.53796474
Alameda,2021-12,8.797743677
Alameda,2022-01,10.22322251
Alameda,2022-02,11.17866636
Alameda,2022-03,12.61549642
Alameda,2022-04,13.31075739
Alameda,2022-05,15.62431014
Alameda,2022-06,19.8804085
Alameda,2022-07,19.76687183
Alameda,2022-08,21.43150925
Alameda,2022-09,21.77559949
Alameda,2022-10,17.60795816
Alameda,2022-11,10.68672897
Alameda,2022-12,8.337295726
Alameda,2023-01,9.519863144
Alameda,2023-02,8.333301424
Alameda,2023-03,9.091391649
Alameda,2023-04,12.75642652
Alameda,2023-05,14.62144024
Alameda,2023-06,16.49360362
Alameda,2023-07,21.16054591
Alameda,2023-08,21.91396524
Alameda,2023-09,18.48167761
Alameda,2023-10,17.62004908
Alameda,2023-11,13.64969716
Alameda,2023-12,11.24272407
Alameda,2024-01,10.41309325
Alameda,2024-02,10.51789074
Alameda,2024-03,11.32778585
Alameda,2024-04,13.46936268
Alameda,2024-05,15.6176309
Alameda,2024-06,19.06873171
Alameda,2024-07,22.71977823
Alameda,2024-08,20.31831824
Alameda,2024-09,20.10328699
Alpine,1981-01,-0.083398237
Alpine,1981-02,-0.863761098
Alpine,1981-03,-0.873061999
Alpine,1981-04,3.712062108
Alpine,1981-05,6.42922156
Alpine,1981-06,12.99883251
Alpine,1981-07,15.24281485
Alpine,1981-08,16.73869114
Alpine,1981-09,13.27671748
Alpine,1981-10,4.837354207
Alpine,1981-11,1.438318664
Alpine,1981-12,-0.053477883
Alpine,1982-01,-4.47824799
Alpine,1982-02,-1.025477926
Alpine,1982-03,-1.783150524
Alpine,1982-04,0.81445137
Alpine,1982-05,6.481495849
Alpine,1982-06,9.059018135
Alpine,1982-07,14.0026821
Alpine,1982-08,15.24645209
Alpine,1982-09,9.587124369
Alpine,1982-10,4.758345361
Alpine,1982-11,-0.967849601
Alpine,1982-12,-2.558831985
Alpine,1983-01,-0.792035439
Alpine,1983-02,-1.913823095
Alpine,1983-03,-1.90640717
Alpine,1983-04,-0.658955785
Alpine,1983-05,5.435044517
Alpine,1983-06,9.602274806
Alpine,1983-07,12.07992972
Alpine,1983-08,13.74580591
Alpine,1983-09,11.7900802
Alpine,1983-10,7.570575575
Alpine,1983-11,-0.469017728
Alpine,1983-12,-1.894309813
Alpine,1984-01,-1.333336342
Alpine,1984-02,-2.105424882
Alpine,1984-03,1.213300941
Alpine,1984-04,0.792017728
Alpine,1984-05,8.300504803
Alpine,1984-06,9.641628793
Alpine,1984-07,16.03459373
Alpine,1984-08,15.29021309
Alpine,1984-09,13.07388561
Alpine,1984-10,3.606796637
Alpine,1984-11,-0.706610649
Alpine,1984-12,-3.901867433
Alpine,1985-01,-2.481203659
Alpine,1985-02,-2.444000095
Alpine,1985-03,-2.552194811
Alpine,1985-04,5.490708227
Alpine,1985-05,7.309876431
Alpine,1985-06,14.29580596
Alpine,1985-07,16.71170875
Alpine,1985-08,15.14403611
Alpine,1985-09,8.660168546
Alpine,1985-10,6.032557808
Alpine,1985-11,-1.258256695
Alpine,1985-12,-1.016946949
Alpine,1986-01,1.694345208
Alpine,1986-02,-1.097292085
Alpine,1986-03,2.365477995
Alpine,1986-04,2.795168289
Alpine,1986-05,6.856079952
Alpine,1986-06,13.0848148
Alpine,1986-07,13.85367323
Alpine,1986-08,16.59993003
Alpine,1986-09,7.613726027
Alpine,1986-10,5.736672842
Alpine,1986-11,3.029672714
Alpine,1986-12,-0.390415953
Alpine,1987-01,-3.75114178
Alpine,1987-02,-2.424256761
Alpine,1987-03,-0.610354014
Alpine,1987-04,6.675911802
Alpine,1987-05,7.87261984
Alpine,1987-06,13.08132805
Alpine,1987-07,13.75971741
Alpine,1987-08,16.76721321
Alpine,1987-09,13.99472633
Alpine,1987-10,9.531274808
Alpine,1987-11,1.233743415
Alpine,1987-12,-4.702177225
Alpine,1988-01,-2.762380676
Alpine,1988-02,0.289637191
Alpine,1988-03,1.387415998
Alpine,1988-04,3.930309921
Alpine,1988-05,6.119522403
Alpine,1988-06,11.71220414
Alpine,1988-07,17.639753
Alpine,1988-08,15.92528394
Alpine,1988-09,12.64051389
Alpine,1988-10,10.49436332
Alpine,1988-11,0.355203556
Alpine,1988-12,-3.617531135
Alpine,1989-01,-4.103000213
Alpine,1989-02,-4.254920548
Alpine,1989-03,0.921469069
Alpine,1989-04,5.084495828
Alpine,1989-05,6.105398508
Alpine,1989-06,11.50115984
Alpine,1989-07,16.12233708
Alpine,1989-08,13.48909804
Alpine,1989-09,10.96123058
Alpine,1989-10,5.435761323
Alpine,1989-11,3.257938207
Alpine,1989-12,1.169097402
Alpine,1990-01,-2.053424867
Alpine,1990-02,-4.44969048
Alpine,1990-03,1.287177043
Alpine,1990-04,5.138964844
Alpine,1990-05,5.287106439
Alpine,1990-06,10.9731421
Alpine,1990-07,15.6382308
Alpine,1990-08,14.42461129
Alpine,1990-09,11.98928373
Alpine,1990-10,8.34542515
Alpine,1990-11,1.737752296
Alpine,1990-12,-4.349433831
Alpine,1991-01,-0.496389402
Alpine,1991-02,2.20124789
Alpine,1991-03,-3.809601947
Alpine,1991-04,1.064407126
Alpine,1991-05,3.34577893
Alpine,1991-06,9.301876537
Alpine,1991-07,15.5230804
Alpine,1991-08,14.79198301
Alpine,1991-09,13.16764667
Alpine,1991-10,8.360549062
Alpine,1991-11,2.3582302
Alpine,1991-12,-1.388867321
Alpine,1992-01,-1.444592986
Alpine,1992-02,-0.377548693
Alpine,1992-03,1.078345181
Alpine,1992-04,6.014540106
Alpine,1992-05,9.94459337
Alpine,1992-06,10.76712442
Alpine,1992-07,13.51284136
Alpine,1992-08,15.91748747
Alpine,1992-09,12.31602709
Alpine,1992-10,8.129858781
Alpine,1992-11,0.974548717
Alpine,1992-12,-4.490389587
Alpine,1993-01,-4.614292249
Alpine,1993-02,-3.846849736
Alpine,1993-03,2.517194808
Alpine,1993-04,2.590849687
Alpine,1993-05,7.098787936
Alpine,1993-06,8.946363259
Alpine,1993-07,13.2173015
Alpine,1993-08,13.87883255
Alpine,1993-09,12.07969084
Alpine,1993-10,7.172672911
Alpine,1993-11,1.155814215
Alpine,1993-12,-2.593026672
Alpine,1994-01,-1.137752265
Alpine,1994-02,-3.592495728
Alpine,1994-03,2.14677886
Alpine,1994-04,3.135858552
Alpine,1994-05,6.946619806
Alpine,1994-06,12.43811562
Alpine,1994-07,16.99788575
Alpine,1994-08,16.65590344
Alpine,1994-09,11.61719524
Alpine,1994-10,5.130619715
Alpine,1994-11,-3.768734684
Alpine,1994-12,-2.14661957
Alpine,1995-01,-2.559239068
Alpine,1995-02,2.300716922
Alpine,1995-03,-1.22435405
Alpine,1995-04,0.804495611
Alpine,1995-05,4.255557722
Alpine,1995-06,8.284345517
Alpine,1995-07,13.36107141
Alpine,1995-08,14.6516467
Alpine,1995-09,13.10827496
Alpine,1995-10,8.245513654
Alpine,1995-11,5.671867525
Alpine,1995-12,-0.852831901
Alpine,1996-01,-0.755044277
Alpine,1996-02,-0.619415964
Alpine,1996-03,0.207840717
Alpine,1996-04,3.045354126
Alpine,1996-05,6.285752516
Alpine,1996-06,11.39373506
Alpine,1996-07,16.73864685
Alpine,1996-08,15.75395649
Alpine,1996-09,11.03591206
Alpine,1996-10,5.898265746
Alpine,1996-11,1.519495645
Alpine,1996-12,-1.145168191
Alpine,1997-01,-2.145469129
Alpine,1997-02,-1.337398294
Alpine,1997-03,2.91554882
Alpine,1997-04,1.988097442
Alpine,1997-05,8.984000442
Alpine,1997-06,10.37193856
Alpine,1997-07,13.91988565
Alpine,1997-08,15.49756708
Alpine,1997-09,11.76068199
Alpine,1997-10,5.882274611
Alpine,1997-11,2.10565497
Alpine,1997-12,-3.712345302
Alpine,1998-01,-1.484477952
Alpine,1998-02,-3.497486905
Alpine,1998-03,0.228548676
Alpine,1998-04,0.461433648
Alpine,1998-05,2.127601865
Alpine,1998-06,8.658664129
Alpine,1998-07,15.35586793
Alpine,1998-08,16.2414167
Alpine,1998-09,11.17562883
Alpine,1998-10,4.530708196
Alpine,1998-11,0.340230105
Alpine,1998-12,-2.809770044
Alpine,1999-01,-0.906185885
Alpine,1999-02,-2.488840831
Alpine,1999-03,-0.049840708
Alpine,1999-04,-0.214769918
Alpine,1999-05,6.207894104
Alpine,1999-06,10.19856687
Alpine,1999-07,15.0897087
Alpine,1999-08,13.51569976
Alpine,1999-09,12.47541653
Alpine,1999-10,9.753221668
Alpine,1999-11,4.060531155
Alpine,1999-12,-0.948911551
Alpine,2000-01,-1.497973535
Alpine,2000-02,-0.839415967
Alpine,2000-03,0.468017718
Alpine,2000-04,4.395212622
Alpine,2000-05,7.59100038
Alpine,2000-06,12.98560238
Alpine,2000-07,14.53717764
Alpine,2000-08,15.61726623
Alpine,2000-09,11.25176159
Alpine,2000-10,5.789124161
Alpine,2000-11,-0.819469058
Alpine,2000-12,0.792752252
Alpine,2001-01,-2.98041608
Alpine,2001-02,-3.859478052
Alpine,2001-03,2.324486846
Alpine,2001-04,1.071362877
Alpine,2001-05,10.37190313
Alpine,2001-06,12.71762893
Alpine,2001-07,15.1759741
Alpine,2001-08,17.55876193
Alpine,2001-09,13.70228385
Alpine,2001-10,9.779000447
Alpine,2001-11,2.084079751
Alpine,2001-12,-2.908070932
Alpine,2002-01,-3.074929345
Alpine,2002-02,0.570238975
Alpine,2002-03,-1.082469079
Alpine,2002-04,4.015964786
Alpine,2002-05,6.197292323
Alpine,2002-06,12.79079704
Alpine,2002-07,17.62245209
Alpine,2002-08,15.43590336
Alpine,2002-09,12.82454928
Alpine,2002-10,6.514026843
Alpine,2002-11,2.462938176
Alpine,2002-12,-2.478017823
Alpine,2003-01,2.540601891
Alpine,2003-02,-1.894646106
Alpine,2003-03,1.141354038
Alpine,2003-04,-0.268327448
Alpine,2003-05,6.854513635
Alpine,2003-06,13.01733691
Alpine,2003-07,17.39156722
Alpine,2003-08,15.40988571
Alpine,2003-09,13.78057584
Alpine,2003-10,10.79089434
Alpine,2003-11,-1.053654917
Alpine,2003-12,-1.567637252
Alpine,2004-01,-1.519194762
Alpine,2004-02,-3.238513433
Alpine,2004-03,4.449283389
Alpine,2004-04,4.229363018
Alpine,2004-05,7.470469365
Alpine,2004-06,12.74433685
Alpine,2004-07,16.17081484
Alpine,2004-08,15.25954052
Alpine,2004-09,12.24067315
Alpine,2004-10,5.097557783
Alpine,2004-11,-0.040513281
Alpine,2004-12,-0.363504445
Alpine,2005-01,-1.3302036
Alpine,2005-02,-0.813955794
Alpine,2005-03,0.619345154
Alpine,2005-04,1.743389463
Alpine,2005-05,6.584124204
Alpine,2005-06,9.005788031
Alpine,2005-07,17.88575309
Alpine,2005-08,16.32373528
Alpine,2005-09,10.394735
Alpine,2005-10,7.390071158
Alpine,2005-11,3.815655033
Alpine,2005-12,-0.028247791
Alpine,2006-01,-1.650601847
Alpine,2006-02,-0.639531005
Alpine,2006-03,-3.815292225
Alpine,2006-04,2.21520364
Alpine,2006-05,8.323460566
Alpine,2006-06,13.48252276
Alpine,2006-07,17.85596542
Alpine,2006-08,15.30324848
Alpine,2006-09,12.26926609
Alpine,2006-10,6.418283467
Alpine,2006-11,2.561451442
Alpine,2006-12,-0.738247825
Alpine,2007-01,-3.12529218
Alpine,2007-02,-0.55492923
Alpine,2007-03,2.976044391
Alpine,2007-04,3.912708137
Alpine,2007-05,8.647009229
Alpine,2007-06,13.03809795
Alpine,2007-07,17.99364687
Alpine,2007-08,17.6421866
Alpine,2007-09,11.20966426
Alpine,2007-10,6.123310013
Alpine,2007-11,4.379548872
Alpine,2007-12,-2.936079783
Alpine,2008-01,-3.773717003
Alpine,2008-02,-1.23773457
Alpine,2008-03,0.843823051
Alpine,2008-04,2.451416041
Alpine,2008-05,6.547026862
Alpine,2008-06,12.13081471
Alpine,2008-07,17.31742561
Alpine,2008-08,17.63540793
Alpine,2008-09,13.5611688
Alpine,2008-10,7.758566713
Alpine,2008-11,3.839663904
Alpine,2008-12,-1.421955821
Alpine,2009-01,0.357070812
Alpine,2009-02,-1.745115128
Alpine,2009-03,-0.373088512
Alpine,2009-04,2.586973561
Alpine,2009-05,9.60070843
Alpine,2009-06,9.974947381
