County,TIME,Mean_Precipitation
Alameda,1986-09,28.94000804
Alameda,1986-10,2.049048774
Alameda,1986-11,5.085739832
Alameda,1986-12,29.47268289
Alameda,1987-01,71.88369115
Alameda,1987-02,105.1644959
Alameda,1987-03,64.50778046
Alameda,1987-04,4.476951209
Alameda,1987-05,5.002016266
Alameda,1987-06,0.123243904
Alameda,1987-07,0
Alameda,1987-08,0
Alameda,1987-09,0.008073171
Alameda,1987-10,25.85622764
Alameda,1987-11,37.69730072
Alameda,1987-12,86.5968453
Alameda,1988-01,76.31450408
Alameda,1988-02,10.87491872
Alameda,1988-03,11.50286993
Alameda,1988-04,41.32271542
Alameda,1988-05,16.42680491
Alameda,1988-06,5.814195125
Alameda,1988-07,0.008845528
Alameda,1988-08,0.00402439
Alameda,1988-09,0.017113821
Alameda,1988-10,6.357487793
Alameda,1988-11,67.43831701
Alameda,1988-12,71.12318715
Alameda,1989-01,32.70828452
Alameda,1989-02,33.08344725
Alameda,1989-03,96.11850419
Alameda,1989-04,16.96073986
Alameda,1989-05,2.137373981
Alameda,1989-06,0.921235773
Alameda,1989-07,0
Alameda,1989-08,0.438788616
Alameda,1989-09,30.21358526
Alameda,1989-10,49.64686181
Alameda,1989-11,33.53986199
Alameda,1989-12,0.787747973
Alameda,1990-01,63.20817861
Alameda,1990-02,64.35043068
Alameda,1990-03,26.26337401
Alameda,1990-04,10.4133333
Alameda,1990-05,62.10100016
Alameda,1990-06,2.196040653
Alameda,1990-07,0.016138212
Alameda,1990-08,0
Alameda,1990-09,5.369276435
Alameda,1990-10,3.472105681
Alameda,1990-11,13.28212196
Alameda,1990-12,43.49818701
Alameda,1991-01,7.95699187
Alameda,1991-02,56.30804874
Alameda,1991-03,188.534829
Alameda,1991-04,10.25395935
Alameda,1991-05,6.77055287
Alameda,1991-06,2.215276418
Alameda,1991-07,0.046284552
Alameda,1991-08,2.688536578
Alameda,1991-09,0.604869917
Alameda,1991-10,58.81078066
Alameda,1991-11,11.31627641
Alameda,1991-12,47.31002431
Alameda,1992-01,40.51696753
Alameda,1992-02,160.0595927
Alameda,1992-03,78.95296757
Alameda,1992-04,9.638260198
Alameda,1992-05,0.009682927
Alameda,1992-06,8.216520339
Alameda,1992-07,2.399837383
Alameda,1992-08,0.037691057
Alameda,1992-09,0.000178862
Alameda,1992-10,29.95269111
Alameda,1992-11,5.500203248
Alameda,1992-12,152.4459838
Alameda,1993-01,201.6123809
Alameda,1993-02,112.2869592
Alameda,1993-03,61.18530075
Alameda,1993-04,25.00428452
Alameda,1993-05,19.06149599
Alameda,1993-06,11.2216098
Alameda,1993-07,0
Alameda,1993-08,0.032170732
Alameda,1993-09,0.000130081
Alameda,1993-10,14.19545534
Alameda,1993-11,46.28173172
Alameda,1993-12,61.35473971
Alameda,1994-01,40.37415435
Alameda,1994-02,97.65950397
Alameda,1994-03,4.561601636
Alameda,1994-04,40.92874
Alameda,1994-05,41.92930085
Alameda,1994-06,1.048886172
Alameda,1994-07,0
Alameda,1994-08,0
Alameda,1994-09,0.562772358
Alameda,1994-10,10.82740653
Alameda,1994-11,123.4416748
Alameda,1994-12,46.04939852
Alameda,1995-01,225.7558115
Alameda,1995-02,6.096097572
Alameda,1995-03,206.7707815
Alameda,1995-04,33.21169105
Alameda,1995-05,47.96836588
Alameda,1995-06,24.10600814
Alameda,1995-07,0.018723577
Alameda,1995-08,0
Alameda,1995-09,0.000300813
Alameda,1995-10,0
Alameda,1995-11,0.943447159
Alameda,1995-12,153.1997077
Alameda,1996-01,137.3491631
Alameda,1996-02,143.4132519
Alameda,1996-03,65.92321945
Alameda,1996-04,39.94140644
Alameda,1996-05,42.82960971
Alameda,1996-06,1.63E-05
Alameda,1996-07,0
Alameda,1996-08,0
Alameda,1996-09,0.108243903
Alameda,1996-10,24.03634146
Alameda,1996-11,69.72735782
Alameda,1996-12,172.9893739
Alameda,1997-01,192.3096341
Alameda,1997-02,5.952146356
Alameda,1997-03,5.811520333
Alameda,1997-04,14.732626
Alameda,1997-05,6.692796754
Alameda,1997-06,6.110845535
Alameda,1997-07,0.669707317
Alameda,1997-08,15.0222195
Alameda,1997-09,0.048691057
Alameda,1997-10,15.449943
Alameda,1997-11,128.2146671
Alameda,1997-12,69.49617876
Alameda,1998-01,201.5585364
Alameda,1998-02,285.8735296
Alameda,1998-03,67.7509266
Alameda,1998-04,50.69876434
Alameda,1998-05,70.06812215
Alameda,1998-06,1.84330894
Alameda,1998-07,0.009918699
Alameda,1998-08,0.010674797
Alameda,1998-09,2.555764233
Alameda,1998-10,14.88839019
Alameda,1998-11,53.97174773
Alameda,1998-12,41.24421956
Alameda,1999-01,89.32201603
Alameda,1999-02,124.4663738
Alameda,1999-03,56.36826808
Alameda,1999-04,42.90353659
Alameda,1999-05,2.187886169
Alameda,1999-06,3.984154484
Alameda,1999-07,0
Alameda,1999-08,1.162382117
Alameda,1999-09,4.330894321
Alameda,1999-10,7.750073173
Alameda,1999-11,41.00612192
Alameda,1999-12,12.52708132
Alameda,2000-01,153.7265447
Alameda,2000-02,180.531943
Alameda,2000-03,51.55374808
Alameda,2000-04,23.76889421
Alameda,2000-05,26.39579668
Alameda,2000-06,7.756902389
Alameda,2000-07,0
Alameda,2000-08,0.04696748
Alameda,2000-09,6.304130063
Alameda,2000-10,67.45113835
Alameda,2000-11,17.75365042
Alameda,2000-12,18.61328455
Alameda,2001-01,70.8492034
Alameda,2001-02,121.3284633
Alameda,2001-03,44.34665033
Alameda,2001-04,43.55106495
Alameda,2001-05,0.003455285
Alameda,2001-06,2.889617888
Alameda,2001-07,0
Alameda,2001-08,0.00803252
Alameda,2001-09,3.47093495
Alameda,2001-10,9.056382086
Alameda,2001-11,76.36185353
Alameda,2001-12,169.4474637
Alameda,2002-01,39.63234951
Alameda,2002-02,36.47065854
Alameda,2002-03,61.38055274
Alameda,2002-04,8.114772329
Alameda,2002-05,29.00477241
Alameda,2002-06,0.005325203
Alameda,2002-07,0
Alameda,2002-08,0.04599187
Alameda,2002-09,0
Alameda,2002-10,0
Alameda,2002-11,69.98339013
Alameda,2002-12,216.8537639
Alameda,2003-01,32.631504
Alameda,2003-02,43.3305447
Alameda,2003-03,33.67981309
Alameda,2003-04,102.5770238
Alameda,2003-05,25.09895939
Alameda,2003-06,0
Alameda,2003-07,0
Alameda,2003-08,2.84933333
Alameda,2003-09,0.278284554
Alameda,2003-10,0.066601625
Alameda,2003-11,46.78527647
Alameda,2003-12,134.2369668
Alameda,2004-01,61.19865064
Alameda,2004-02,119.1668696
Alameda,2004-03,15.05347157
Alameda,2004-04,3.676845525
Alameda,2004-05,1.865845527
Alameda,2004-06,0
Alameda,2004-07,0
Alameda,2004-08,0.008089431
Alameda,2004-09,10.0682032
Alameda,2004-10,75.15396763
Alameda,2004-11,28.83039022
Alameda,2004-12,108.9479511
Alameda,2005-01,98.05758549
Alameda,2005-02,94.06775609
Alameda,2005-03,111.89126
Alameda,2005-04,47.99941461
Alameda,2005-05,38.72651224
Alameda,2005-06,12.60882116
Alameda,2005-07,0
Alameda,2005-08,3.25E-05
Alameda,2005-09,1.855691059
Alameda,2005-10,5.072691077
Alameda,2005-11,25.53207314
Alameda,2005-12,153.5796428
Alameda,2006-01,109.334772
Alameda,2006-02,35.30423578
Alameda,2006-03,158.398992
Alameda,2006-04,102.9020894
Alameda,2006-05,10.51321137
Alameda,2006-06,0.001837398
Alameda,2006-07,0.028341464
Alameda,2006-08,0
Alameda,2006-09,0
Alameda,2006-10,6.565178869
Alameda,2006-11,47.79110575
Alameda,2006-12,72.08565037
Alameda,2007-01,18.14959353
Alameda,2007-02,108.7194066
Alameda,2007-03,12.62847155
Alameda,2007-04,25.77274803
Alameda,2007-05,6.522829295
Alameda,2007-06,0.006382114
Alameda,2007-07,0.189170732
Alameda,2007-08,0.02297561
Alameda,2007-09,6.979048786
Alameda,2007-10,37.61060966
Alameda,2007-11,16.72069914
Alameda,2007-12,58.31910541
Alameda,2008-01,166.0142274
Alameda,2008-02,63.74274789
Alameda,2008-03,6.419357726
Alameda,2008-04,3.306479693
Alameda,2008-05,0.579796749
Alameda,2008-06,0.000910569
Alameda,2008-07,0.001804878
Alameda,2008-08,0
Alameda,2008-09,0.068691057
Alameda,2008-10,8.362341478
Alameda,2008-11,50.03852824
Alameda,2008-12,54.04903257
Alameda,2009-01,33.72839839
Alameda,2009-02,135.7015537
Alameda,2009-03,64.36208136
Alameda,2009-04,10.35455286
Alameda,2009-05,19.06685365
Alameda,2009-06,0.720382111
Alameda,2009-07,0.003796748
Alameda,2009-08,0.160227641
Alameda,2009-09,7.165699213
Alameda,2009-10,88.33604906
Alameda,2009-11,9.983731689
Alameda,2009-12,62.63599207
Alameda,2010-01,145.9536746
Alameda,2010-02,68.38027628
Alameda,2010-03,53.85231699
Alameda,2010-04,84.41348791
Alameda,2010-05,22.9619675
Alameda,2010-06,0.108422764
Alameda,2010-07,0.001170732
Alameda,2010-08,0.007252032
Alameda,2010-09,0.291325204
Alameda,2010-10,26.55614627
Alameda,2010-11,67.72746351
Alameda,2010-12,137.0635691
Alameda,2011-01,29.1489106
Alameda,2011-02,97.80875552
Alameda,2011-03,144.8813665
Alameda,2011-04,8.095967444
Alameda,2011-05,22.82879678
Alameda,2011-06,48.84312188
Alameda,2011-07,0.195308943
Alameda,2011-08,0.072439026
Alameda,2011-09,0.068601627
Alameda,2011-10,30.79335783
Alameda,2011-11,30.72247972
Alameda,2011-12,2.90123578
Alameda,2012-01,56.08131688
Alameda,2012-02,20.00652035
Alameda,2012-03,105.9865525
Alameda,2012-04,78.26532538
Alameda,2012-05,0.827296728
Alameda,2012-06,3.629926827
Alameda,2012-07,0.104382115
Alameda,2012-08,0.023544715
Alameda,2012-09,0.007577236
Alameda,2012-10,20.14144718
Alameda,2012-11,86.61554489
Alameda,2012-12,177.2550998
Alameda,2013-01,15.20373172
Alameda,2013-02,12.38970731
Alameda,2013-03,14.99321139
Alameda,2013-04,20.90658531
Alameda,2013-05,2.156439025
Alameda,2013-06,2.259430894
Alameda,2013-07,0
Alameda,2013-08,0.09695122
Alameda,2013-09,14.43757719
Alameda,2013-10,0.119390244
Alameda,2013-11,27.90411383
Alameda,2013-12,11.70981303
Alameda,2014-01,2.55294309
Alameda,2014-02,96.71541471
Alameda,2014-03,54.28273981
Alameda,2014-04,46.1892438
Alameda,2014-05,0.410276421
Alameda,2014-06,0.040105691
Alameda,2014-07,0.021089431
Alameda,2014-08,0.056674797
Alameda,2014-09,9.472999988
Alameda,2014-10,6.239317093
Alameda,2014-11,43.20880487
Alameda,2014-12,252.4420817
Alameda,2015-01,0.009325203
Alameda,2015-02,59.47324405
Alameda,2015-03,7.900601598
Alameda,2015-04,32.09436594
Alameda,2015-05,9.968812991
Alameda,2015-06,4.725788596
Alameda,2015-07,0.462308943
Alameda,2015-08,0.216495934
Alameda,2015-09,0.171333334
Alameda,2015-10,1.961162608
Alameda,2015-11,54.76805689
Alameda,2015-12,93.96066672
Alameda,2016-01,139.5859106
Alameda,2016-02,20.98201623
Alameda,2016-03,146.9706262
Alameda,2016-04,43.51355284
Alameda,2016-05,6.315886176
Alameda,2016-06,0
Alameda,2016-07,0.012878049
Alameda,2016-08,0.02395935
Alameda,2016-09,0.000650407
Alameda,2016-10,96.92243058
Alameda,2016-11,38.71369118
Alameda,2016-12,92.33969907
Alameda,2017-01,242.1376338
Alameda,2017-02,196.3003899
Alameda,2017-03,68.9562279
Alameda,2017-04,63.01971521
Alameda,2017-05,0.549186994
Alameda,2017-06,0.778186987
Alameda,2017-07,0.003056911
Alameda,2017-08,0.024300813
Alameda,2017-09,1.685886176
Alameda,2017-10,5.176512194
Alameda,2017-11,71.19295139
Alameda,2017-12,2.312268291
Alameda,2018-01,103.4001296
Alameda,2018-02,10.70898372
Alameda,2018-03,112.1649518
Alameda,2018-04,62.13882918
Alameda,2018-05,0.290235772
Alameda,2018-06,0.011300813
Alameda,2018-07,0
Alameda,2018-08,0
Alameda,2018-09,0
Alameda,2018-10,2.903869914
Alameda,2018-11,80.4760241
Alameda,2018-12,50.10787806
Alameda,2019-01,103.5687889
Alameda,2019-02,184.3503497
Alameda,2019-03,98.48581336
Alameda,2019-04,11.30126019
Alameda,2019-05,56.25160149
Alameda,2019-06,0.204260164
Alameda,2019-07,0
Alameda,2019-08,0.001065041
Alameda,2019-09,5.794357718
Alameda,2019-10,0.06695122
Alameda,2019-11,26.86398379
Alameda,2019-12,94.85681264
Alameda,2020-01,37.1139919
Alameda,2020-02,0
Alameda,2020-03,54.69853659
Alameda,2020-04,36.74586177
Alameda,2020-05,17.96000001
Alameda,2020-06,0
Alameda,2020-07,0.002747968
Alameda,2020-08,1.334056904
Alameda,2020-09,0.038837399
Alameda,2020-10,0.001422764
Alameda,2020-11,13.69611385
Alameda,2020-12,37.7217317
Alameda,2021-01,81.03154534
Alameda,2021-02,26.88955133
Alameda,2021-03,35.46093728
Alameda,2021-04,2.708587735
Alameda,2021-05,0.124508127
Alameda,2021-06,0.21697967
Alameda,2021-07,0
Alameda,2021-08,0
Alameda,2021-09,0.529149579
Alameda,2021-10,140.3701612
Alameda,2021-11,19.98194428
Alameda,2021-12,168.1276582
Alameda,2022-01,5.257073887
Alameda,2022-02,1.352030042
Alameda,2022-03,16.37165249
Alameda,2022-04,41.2155502
Alameda,2022-05,0.072365039
Alameda,2022-06,2.287807258
Alameda,2022-07,0.060977234
Alameda,2022-08,0.013903252
Alameda,2022-09,11.85210135
Alameda,2022-10,0
Alameda,2022-11,48.83161016
Alameda,2022-12,197.9327814
Alameda,2023-01,279.8084082
Alameda,2023-02,76.53704958
Alameda,2023-03,185.943539
Alameda,2023-04,3.599700716
Alameda,2023-05,20.32097427
Alameda,2023-06,0.033834145
Alameda,2023-07,0.000239837
Alameda,2023-08,0.07162195
Alameda,2023-09,1.246273138
Alameda,2023-10,4.680090942
Alameda,2023-11,24.04704485
Alameda,2023-12,87.52672834
Alameda,2024-01,115.6875506
Alameda,2024-02,129.4057915
Alameda,2024-03,87.09097675
Alameda,2024-04,33.47744312
Alameda,2024-05,22.84317828
Alameda,2024-06,0
Alameda,2024-07,0.083135772
Alameda,2024-08,0.451999174
Alameda,2024-09,0.04381382
Alpine,1981-01,198.3309733
Alpine,1981-02,82.42268161
Alpine,1981-03,155.9294072
Alpine,1981-04,63.89722109
Alpine,1981-05,49.78458399
Alpine,1981-06,3.938831832
Alpine,1981-07,0.679070797
Alpine,1981-08,2.889920353
Alpine,1981-09,23.79392041
Alpine,1981-10,126.4857609
Alpine,1981-11,293.3811686
Alpine,1981-12,245.205964
Alpine,1982-01,288.7832829
Alpine,1982-02,185.9289025
Alpine,1982-03,255.055947
Alpine,1982-04,207.0123634
Alpine,1982-05,16.60604425
Alpine,1982-06,42.12693797
Alpine,1982-07,15.42495575
Alpine,1982-08,16.68920357
Alpine,1982-09,132.596204
Alpine,1982-10,206.1270088
Alpine,1982-11,240.9940093
Alpine,1982-12,226.8277612
Alpine,1983-01,222.6273622
Alpine,1983-02,288.1351156
Alpine,1983-03,302.4269304
Alpine,1983-04,172.1235034
Alpine,1983-05,26.67535398
Alpine,1983-06,18.83863714
Alpine,1983-07,1.851982298
Alpine,1983-08,57.81101791
Alpine,1983-09,110.5520271
Alpine,1983-10,35.77969899
Alpine,1983-11,432.5984072
Alpine,1983-12,334.3759814
Alpine,1984-01,21.38886726
Alpine,1984-02,142.2448494
Alpine,1984-03,88.62017696
Alpine,1984-04,77.98615913
Alpine,1984-05,24.81236288
Alpine,1984-06,46.05527427
Alpine,1984-07,36.11599119
Alpine,1984-08,5.481920379
Alpine,1984-09,15.77092914
Alpine,1984-10,100.9707611
Alpine,1984-11,280.2030524
Alpine,1984-12,56.96620362
Alpine,1985-01,27.87792921
Alpine,1985-02,111.3396996
Alpine,1985-03,188.7875135
Alpine,1985-04,21.43860187
Alpine,1985-05,5.976345142
Alpine,1985-06,11.93652212
Alpine,1985-07,20.51300889
Alpine,1985-08,5.616115047
Alpine,1985-09,99.16327458
Alpine,1985-10,75.68729195
Alpine,1985-11,197.4342913
Alpine,1985-12,128.6984952
Alpine,1986-01,124.8104694
Alpine,1986-02,535.3472131
Alpine,1986-03,199.4008673
Alpine,1986-04,35.00973468
Alpine,1986-05,28.26329201
Alpine,1986-06,6.427265525
Alpine,1986-07,28.45988503
Alpine,1986-08,2.738690264
Alpine,1986-09,62.25551349
Alpine,1986-10,10.52732747
Alpine,1986-11,9.068690249
Alpine,1986-12,35.3426726
Alpine,1987-01,119.3663097
Alpine,1987-02,145.5392301
Alpine,1987-03,112.0156992
Alpine,1987-04,24.16414165
Alpine,1987-05,62.30507986
Alpine,1987-06,23.03320362
Alpine,1987-07,7.63253103
Alpine,1987-08,4.622362861
Alpine,1987-09,6.859115043
Alpine,1987-10,39.06815053
Alpine,1987-11,69.28156621
Alpine,1987-12,184.5335925
Alpine,1988-01,145.3567964
Alpine,1988-02,9.603654891
Alpine,1988-03,28.88049556
Alpine,1988-04,64.68704419
Alpine,1988-05,44.91671669
Alpine,1988-06,20.4885576
Alpine,1988-07,5.17032744
Alpine,1988-08,18.70790276
Alpine,1988-09,10.73740708
Alpine,1988-10,1.445053099
Alpine,1988-11,208.9472925
Alpine,1988-12,147.7585396
Alpine,1989-01,59.90202664
Alpine,1989-02,99.01886722
Alpine,1989-03,294.4369129
Alpine,1989-04,60.99360165
Alpine,1989-05,36.29801775
Alpine,1989-06,36.42853975
Alpine,1989-07,0.425778759
Alpine,1989-08,23.13917697
Alpine,1989-09,86.78052193
Alpine,1989-10,110.4075304
Alpine,1989-11,93.83917702
Alpine,1989-12,5.860300875
Alpine,1990-01,126.4784163
Alpine,1990-02,128.7049029
Alpine,1990-03,59.63708858
Alpine,1990-04,72.83557537
Alpine,1990-05,72.40801769
Alpine,1990-06,12.97261945
Alpine,1990-07,34.49953101
Alpine,1990-08,26.31539813
Alpine,1990-09,27.68418575
Alpine,1990-10,15.52524783
Alpine,1990-11,47.43420349
Alpine,1990-12,50.52196447
Alpine,1991-01,11.83351329
Alpine,1991-02,36.54232753
Alpine,1991-03,420.0725753
Alpine,1991-04,45.40929189
Alpine,1991-05,62.20389389
Alpine,1991-06,22.3612124
Alpine,1991-07,24.67551316
Alpine,1991-08,23.95598218
Alpine,1991-09,29.31073443
Alpine,1991-10,120.291106
Alpine,1991-11,81.01349555
Alpine,1991-12,72.27933666
Alpine,1992-01,41.81557525
Alpine,1992-02,175.3036105
Alpine,1992-03,79.47535417
Alpine,1992-04,22.46443358
Alpine,1992-05,17.10133632
Alpine,1992-06,46.64399994
Alpine,1992-07,31.38499122
Alpine,1992-08,30.48118563
Alpine,1992-09,10.4567434
Alpine,1992-10,96.06714139
Alpine,1992-11,18.59301766
Alpine,1992-12,344.4763182
Alpine,1993-01,325.146257
Alpine,1993-02,222.5149113
Alpine,1993-03,131.8903185
Alpine,1993-04,72.00473433
Alpine,1993-05,25.35222131
Alpine,1993-06,56.11102663
Alpine,1993-07,0
Alpine,1993-08,0.411716811
Alpine,1993-09,0.201159292
Alpine,1993-10,51.13681442
Alpine,1993-11,45.35071673
Alpine,1993-12,83.88961924
Alpine,1994-01,59.44658418
Alpine,1994-02,205.9180702
Alpine,1994-03,46.03501793
Alpine,1994-04,71.28533603
Alpine,1994-05,59.89684954
Alpine,1994-06,0.832769922
Alpine,1994-07,2.852628314
Alpine,1994-08,0.061805309
Alpine,1994-09,31.16572569
Alpine,1994-10,51.05349568
Alpine,1994-11,254.370354
Alpine,1994-12,109.7504426
Alpine,1995-01,415.4565395
Alpine,1995-02,39.33236276
Alpine,1995-03,464.2652229
Alpine,1995-04,171.7604687
Alpine,1995-05,155.6368405
Alpine,1995-06,42.47020359
Alpine,1995-07,4.771469028
Alpine,1995-08,1.20038938
Alpine,1995-09,1.313716813
Alpine,1995-10,0.205132741
Alpine,1995-11,10.62071682
Alpine,1995-12,233.8382211
Alpine,1996-01,288.3010806
Alpine,1996-02,287.2045671
Alpine,1996-03,176.9837796
Alpine,1996-04,104.21331
Alpine,1996-05,121.3394957
Alpine,1996-06,28.24109727
Alpine,1996-07,15.97934518
Alpine,1996-08,16.0523009
Alpine,1996-09,5.001247768
Alpine,1996-10,65.22419496
Alpine,1996-11,194.7538048
Alpine,1996-12,453.8552112
Alpine,1997-01,519.2135242
Alpine,1997-02,25.9474071
Alpine,1997-03,14.6998761
Alpine,1997-04,49.55228319
Alpine,1997-05,21.61076107
Alpine,1997-06,71.86682311
Alpine,1997-07,16.5886194
Alpine,1997-08,2.249592925
Alpine,1997-09,16.46141594
Alpine,1997-10,41.044991
Alpine,1997-11,93.27640726
Alpine,1997-12,97.51238943
Alpine,1998-01,262.1541505
Alpine,1998-02,379.252973
Alpine,1998-03,174.8339288
Alpine,1998-04,80.03650483
Alpine,1998-05,118.2380266
Alpine,1998-06,54.29465485
Alpine,1998-07,16.39182299
Alpine,1998-08,3.935929204
Alpine,1998-09,92.25059307
Alpine,1998-10,25.25659288
Alpine,1998-11,146.0798585
Alpine,1998-12,114.5738141
Alpine,1999-01,237.7766021
Alpine,1999-02,287.9304159
Alpine,1999-03,73.98553973
Alpine,1999-04,139.0951595
Alpine,1999-05,28.64742479
Alpine,1999-06,21.67990269
Alpine,1999-07,1.901548663
Alpine,1999-08,29.14182307
Alpine,1999-09,12.5279557
Alpine,1999-10,38.97362827
Alpine,1999-11,74.62444268
Alpine,1999-12,22.81262832
Alpine,2000-01,298.3903896
Alpine,2000-02,287.9531855
Alpine,2000-03,60.31805314
Alpine,2000-04,56.91948671
Alpine,2000-05,74.96197365
Alpine,2000-06,18.40626551
Alpine,2000-07,0.782176988
Alpine,2000-08,20.4700266
Alpine,2000-09,33.17021237
Alpine,2000-10,83.5014958
Alpine,2000-11,43.55304418
Alpine,2000-12,36.7294779
Alpine,2001-01,112.9533628
Alpine,2001-02,164.6966638
Alpine,2001-03,84.40238082
Alpine,2001-04,137.0647698
Alpine,2001-05,15.6556372
Alpine,2001-06,0.468699116
Alpine,2001-07,7.067221223
Alpine,2001-08,4.867999989
Alpine,2001-09,17.41252208
Alpine,2001-10,34.21317696
Alpine,2001-11,178.9579478
Alpine,2001-12,264.7288411
Alpine,2002-01,80.23727417
Alpine,2002-02,62.98267245
Alpine,2002-03,147.9048848
Alpine,2002-04,57.08783189
Alpine,2002-05,39.54705325
Alpine,2002-06,1.449106191
Alpine,2002-07,13.46215045
Alpine,2002-08,0.863637169
Alpine,2002-09,10.07961945
Alpine,2002-10,5.117176983
Alpine,2002-11,158.061363
Alpine,2002-12,295.3453901
Alpine,2003-01,59.431522
Alpine,2003-02,62.72500869
Alpine,2003-03,81.88379654
Alpine,2003-04,209.3541074
Alpine,2003-05,62.62593808
Alpine,2003-06,2.670265491
Alpine,2003-07,22.622416
Alpine,2003-08,34.74302639
Alpine,2003-09,11.86039827
Alpine,2003-10,1.667159299
Alpine,2003-11,95.8230528
Alpine,2003-12,305.5468937
Alpine,2004-01,97.68999132
Alpine,2004-02,213.8044166
Alpine,2004-03,39.83119469
Alpine,2004-04,21.18751339
Alpine,2004-05,31.02600014
Alpine,2004-06,3.879964616
Alpine,2004-07,3.249504425
Alpine,2004-08,8.445814131
Alpine,2004-09,5.416628324
Alpine,2004-10,175.8671955
Alpine,2004-11,81.94752246
Alpine,2004-12,156.2113275
Alpine,2005-01,256.2558328
Alpine,2005-02,116.4109912
Alpine,2005-03,192.2916725
Alpine,2005-04,79.49684947
Alpine,2005-05,139.4365128
Alpine,2005-06,27.66937163
Alpine,2005-07,4.587690258
Alpine,2005-08,7.36433628
Alpine,2005-09,18.33095582
Alpine,2005-10,30.33811493
Alpine,2005-11,75.73156629
Alpine,2005-12,400.0893451
Alpine,2006-01,249.0673355
Alpine,2006-02,114.8101237
Alpine,2006-03,234.6048151
Alpine,2006-04,241.7772928
Alpine,2006-05,31.39753975
Alpine,2006-06,1.583477866
Alpine,2006-07,8.03709734
Alpine,2006-08,6.931716786
Alpine,2006-09,5.169769902
Alpine,2006-10,28.19197354
Alpine,2006-11,89.29071675
Alpine,2006-12,111.3343008
Alpine,2007-01,40.26233624
Alpine,2007-02,223.4020796
Alpine,2007-03,37.94458404
Alpine,2007-04,58.31069896
Alpine,2007-05,23.20920361
Alpine,2007-06,5.708681404
Alpine,2007-07,2.66466371
Alpine,2007-08,8.058584066
Alpine,2007-09,25.36134522
Alpine,2007-10,37.24238054
Alpine,2007-11,21.21915033
Alpine,2007-12,120.1398321
Alpine,2008-01,263.2374687
Alpine,2008-02,177.9029558
Alpine,2008-03,27.84896465
Alpine,2008-04,12.9892389
Alpine,2008-05,50.05807077
Alpine,2008-06,0.17480531
Alpine,2008-07,10.67996458
Alpine,2008-08,1.384477879
Alpine,2008-09,0.612106193
Alpine,2008-10,39.33974347
Alpine,2008-11,126.347044
Alpine,2008-12,153.9301237
Alpine,2009-01,106.6965042
Alpine,2009-02,177.1372926
Alpine,2009-03,181.1621152
Alpine,2009-04,46.08726532
Alpine,2009-05,89.13581436
Alpine,2009-06,29.11126548
Alpine,2009-07,6.660778764
Alpine,2009-08,13.07807078
Alpine,2009-09,2.910610626
Alpine,2009-10,120.1991594
Alpine,2009-11,59.46415052
Alpine,2009-12,149.408407
Alpine,2010-01,200.1839555
Alpine,2010-02,133.0748057
Alpine,2010-03,103.9294603
Alpine,2010-04,155.4295752
Alpine,2010-05,71.80357525
Alpine,2010-06,4.73938052
Alpine,2010-07,7.817345088
Alpine,2010-08,8.589185838
Alpine,2010-09,0.671176992
Alpine,2010-10,205.3001868
Alpine,2010-11,178.6342123
Alpine,2010-12,352.5503104
